id,reconcile,code,parent_id/id,name,user_type/id,type
490100,True,490100,49,oneri fiscali diversi  CStudi,account.data_account_type_expense,Regular
490101,False,490101,49,imposte e tasse Cstudi,account.data_account_type_expense,Regular
490102,False,490102,49,penalità esattoriali Cstudi,account.data_account_type_expense,Regular
490300,True,490300,49,oneri vari  CStudi,account.data_account_type_expense,Regular
490301,False,490301,49,costi indeducibili Cstudi,account.data_account_type_expense,Regular
490302,False,490302,49,multe Cstudi,account.data_account_type_expense,Regular
490500,True,490500,49,perdite su crediti  CStudi,account.data_account_type_expense,Regular
491000,True,491000,49,arrotondamenti passivi  CStudi,account.data_account_type_expense,Regular
492000,True,492000,49,minusvalenze ordinarie diverse  CStudi,account.data_account_type_expense,Regular
493000,True,493000,49,sopravvenienze passive ordinarie diverse  CStudi,account.data_account_type_expense,Regular
494000,True,494000,49,insussistenze passive ordinarie diverse  CStudi,account.data_account_type_expense,Regular
5,True,5,0,PROVENTI E ONERI FINANZIARI  CStudi,account.data_account_type_view,View
51,True,51,5,PROVENTI FINANZIARI  CStudi,account.data_account_type_view,View
511000,True,511000,51,interessi attivi v/clienti  CStudi,account.data_account_type_income,Regular
511500,True,511500,51,interessi attivi bancari  CStudi,account.data_account_type_income,Regular
511600,True,511600,51,interessi attivi postali  CStudi,account.data_account_type_income,Regular
514000,True,514000,51,proventi finanziari diversi  CStudi,account.data_account_type_income,Regular
52,True,52,5,ONERI FINANZIARI  CStudi,account.data_account_type_view,View
520100,True,520100,52,interessi passivi v/fornitori  CStudi,account.data_account_type_expense,Regular
520150,False,520150,52,interessi passivi v/erario Cstudi,account.data_account_type_expense,Regular
520200,True,520200,52,interessi passivi bancari  CStudi,account.data_account_type_expense,Regular
520201,False,520201,52,Interessi bancari passivi su anticipi Cstudi,account.data_account_type_expense,Regular
520202,False,520202,52,interessi bancari passivi su c/c Cstudi,account.data_account_type_expense,Regular
520300,True,520300,52,sconti passivi bancari  CStudi,account.data_account_type_expense,Regular
521000,True,521000,52,interessi passivi su mutui  CStudi,account.data_account_type_expense,Regular
524000,True,524000,52,oneri finanziari diversi  CStudi,account.data_account_type_expense,Regular
524001,False,524001,52,oneri bancari per anticipi Cstudi,account.data_account_type_expense,Regular
524002,False,524002,52,oneri bancari per c/c Cstudi,account.data_account_type_expense,Regular
524003,False,524003,52,Spese bancarie per c/c Cstudi,account.data_account_type_expense,Regular
7,True,7,0,PROVENTI E ONERI STRAORDINARI  CStudi,account.data_account_type_view,View
71,True,71,7,PROVENTI STRAORDINARI  CStudi,account.data_account_type_view,View
710100,True,710100,71,plusvalenze straordinarie  CStudi,account.data_account_type_income,Regular
710200,True,710200,71,sopravvenienze attive straordinarie  CStudi,account.data_account_type_income,Regular
710300,True,710300,71,insussistenze attive straordinarie  CStudi,account.data_account_type_income,Regular
72,True,72,7,ONERI STRAORDINARI  CStudi,account.data_account_type_view,View
720100,True,720100,72,minusvalenze straordinarie  CStudi,account.data_account_type_expense,Regular
720200,True,720200,72,sopravvenienze passive straordinarie  CStudi,account.data_account_type_expense,Regular
720300,True,720300,72,insussistenze passive straordinarie  CStudi,account.data_account_type_expense,Regular
720400,True,720400,72,imposte esercizi precedenti  CStudi,account.data_account_type_expense,Regular
78,False,78,7,EROGAZIONI PER CONTO DI ALTRI ENTI - C Studi ,account.data_account_type_view,View
780100,False,780100,78,Borse C Studi erogate per conto di altri enti - EM VI,account.data_account_type_expense,Regular
780101,False,780101,78,Borse C Studi erogate per conto di altri enti - EM V,account.data_account_type_expense,Regular
8,True,8,0,IMPOSTE DELL'ESERCIZIO  CStudi,account.data_account_type_view,View
810100,True,810100,8,imposte dell'esercizio  CStudi,account.data_account_type_expense,Regular
810101,False,810101,8,Irap dell'esercizio Cstudi,account.conf_account_type_tax,Regular
9,True,9,0,CONTI DI RISULTATO  CStudi,account.data_account_type_view,View
910100,True,910100,9,conto di risultato economico  CStudi,account.data_account_type_expense,Regular
910200,True,910200,9,stato patrimoniale CStudi,account.data_account_type_expense,Regular
200500 storno,True,200500 storno,,RA - CStudi ritenuta acconto 20%,account.data_account_type_liability,Regular
440100,True,440100,,salari  CStudi extracontab,account.data_account_type_expense,Regular
